"plot","lon","lat","elevation","slope","aspect","drainage"
"F10",18.5479666,-31.2651421,198.683025360107,0.0180412115393154,3.38724954536491,1.62691943250692e-10
"F15",18.54800865,-31.2651679,198.65571975708,0.0172434164492488,3.75583612814821,5.69421787499635e-10
"F20",18.5480507,-31.2651937,198.697471618652,0.0240985331417681,4.07037061560545,1.13884357499927e-09
"F25",18.54809275,-31.2652195,198.723075866699,0.0340630292269577,3.88809248855513,5.69421787499635e-10
"F30",18.5481348,-31.2652453,198.791095733643,0.0226227166378625,4.51835008822838,1.62691943250692e-10
"F35",18.54817685,-31.2652711,198.806789398193,0.00686195973929572,2.07638968952126,8.13459716253462e-11
"F40",18.5482189,-31.2652969,198.73815536499,0.00610293842997833,3.79230214366022,3.25383879840047e-08
"F45",18.54826095,-31.2653227,198.791408538818,0.0150072898310195,5.07730120413944,8.13459716253462e-11
"F50",18.548303,-31.2653485,198.855304718018,0.0149870027340016,4.85573019711253,1.05749764500729e-09
"G0",18.5478518,-31.2651254,198.625957489014,0.0384332387626553,3.27624666140007,1.62691943250692e-10
"G5",18.54789388,-31.26515138,198.563285827637,0.030433151553632,3.46113480740441,1.78961134800204e-09
"G10",18.54793596,-31.26517736,198.549446105957,0.0241921365087069,3.88754787981342,2.44037900998251e-10
"G15",18.54797804,-31.26520334,198.58655166626,0.016846028437205,3.58947331789439,8.13459716253462e-11
"G20",18.54802012,-31.26522932,198.583114624023,0.0106930067422395,4.30355520140503,8.37863467495481e-09
"G25",18.5480622,-31.2652553,198.648315429688,0.0171269187594486,4.48935271271274,8.13459716253462e-11
"G30",18.54810428,-31.26528128,198.703010559082,0.0305584856163456,4.74686972769623,8.13459688497886e-10
"G35",18.54814636,-31.26530726,198.769542694092,0.0102087921931567,3.22612184619824,8.13459716253462e-11
"G40",18.54818844,-31.26533324,198.711013793945,0.00180649404023397,2.82205505837824,6.66223485268347e-08
"G45",18.54823052,-31.26535922,198.775230407715,0.0160529355956649,5.02166841853228,8.13459716253462e-11
"G50",18.5482726,-31.2653852,198.839282989502,0.0131675250621655,4.97598588620844,9.76151603993003e-10
"H0",18.5478211,-31.2651603,198.461372375488,0.0306717534465332,3.33549209026747,4.88075801996501e-10
"H5",18.54786321,-31.26518646,198.405960083008,0.0256429668906918,3.5195195251793,2.68441691098076e-09
"H10",18.54790532,-31.26521262,198.432205200195,0.0207732410433046,4.36101597030048,1.09817053228767e-08
"H15",18.54794743,-31.26523878,198.512725830078,0.0207924343426642,4.61301470833474,8.13459716253462e-11
"H20",18.54798954,-31.26526494,198.538410186768,0.0213022261574023,4.01263259532014,1.62691943250692e-10
"H25",18.54803165,-31.2652911,198.54122543335,0.0279191838673081,3.39372006954341,1.62691943250692e-10
"H30",18.54807376,-31.26531726,198.513004302979,0.0436150436355921,4.18170360495789,8.9480567400102e-10
"H35",18.54811587,-31.26534342,198.647472381592,0.0428026045439189,3.96712614590102,2.44037900998251e-10
"H40",18.54815798,-31.26536958,198.729198455811,0.00836285825434029,5.62105412290332,8.13459716253462e-11
"H45",18.54820009,-31.26539574,198.779178619385,0.0202545151034012,5.73746632653576,8.13459716253462e-11
"H50",18.5482422,-31.2654219,198.842567443848,0.0103057596625423,5.8122834372429,4.06729844248943e-10
"I0",18.5477904,-31.2651952,198.385738372803,0.0155317630252051,2.9868857558998,2.44037900998251e-10
"I5",18.54783254,-31.26522154,198.332153320312,0.0203431377423384,3.48982536882953,1.87095738901633e-09
"I10",18.54787468,-31.26524788,198.380020141602,0.025262421926723,4.91684904505841,6.50767773002769e-10
"I15",18.54791682,-31.26527422,198.455123901367,0.0171351324834732,4.83307351821542,3.25383886501385e-10
"I20",18.54795896,-31.26530056,198.442802429199,0.019091507795669,2.55987607022066,2.44037900998251e-10
"I25",18.5480011,-31.2653269,198.389385223389,0.0270901375264431,4.07006571321922,1.62691943250692e-10
"I30",18.54804324,-31.26535324,198.413757324219,0.0175324489694132,5.05537496315446,8.05325086616904e-08
"I35",18.54808538,-31.26537958,198.508041381836,0.0290944939411051,4.9882690128621,6.50767773002769e-10
"I40",18.54812752,-31.26540592,198.63317489624,0.035604672534616,4.80541150195792,9.02940211489067e-09
"I45",18.54816966,-31.26543226,198.741184234619,0.03442986553659,5.0469798896827,5.69421787499635e-10
"I50",18.5482118,-31.2654586,198.873432159424,0.00899969187119236,5.3507258626046,8.13459716253462e-11
"J0",18.5477597,-31.2652301,198.317325592041,0.0274272335923642,3.29704973000876,2.44037900998251e-10
"J5",18.54780187,-31.26525662,198.254222869873,0.0106998556455378,3.52827777055897,6.34498542595452e-09
"J10",18.54784404,-31.26528314,198.292728424072,0.0188614992054509,4.53813831493589,7.32113702994752e-10
"J15",18.54788621,-31.26530966,198.398826599121,0.030252507493703,4.41172774573455,8.13459716253462e-11
"J20",18.54792838,-31.26533618,198.384937286377,0.0344447766876363,3.21905294476116,2.44037900998251e-10
"J25",18.54797055,-31.2653627,198.301467895508,0.0183800492720739,4.31212127902237,9.54188195123606e-08
"J30",18.54801272,-31.26538922,198.371547698975,0.0210636531331608,4.04424387578814,1.62691943250692e-10
"J35",18.54805489,-31.26541574,198.452125549316,0.0214932914559319,5.05745437325925,8.13459716253462e-11
"J40",18.54809706,-31.26544226,198.59285736084,0.0319280786844688,4.83813991808164,1.62691943250692e-10
"J45",18.54813923,-31.26546878,198.716197967529,0.0231071984044287,4.77863948381609,8.13459716253462e-11
"J50",18.5481814,-31.2654953,198.810470581055,0.024761689287067,5.25223528550868,1.30153554600554e-09
"K0",18.547729,-31.265265,198.216831207275,0.0197668115699954,3.43376640967925,3.25383886501385e-10
"K5",18.5477712,-31.2652917,198.202251434326,0.0112229734222699,3.54688040179686,8.9480567400102e-10
"K10",18.5478134,-31.2653184,198.225582122803,0.0172452549896273,4.26115546078633,4.06729844248943e-10
"K15",18.5478556,-31.2653451,198.233921051025,0.0286060413439394,3.38011411908773,6.50767773002769e-10
"K20",18.5478978,-31.2653718,198.206588745117,0.0268385227352783,3.67936071982141,8.13459716253462e-11
"K25",18.54794,-31.2653985,198.241348266602,0.0138429992372506,5.42082617917395,2.19634110898426e-09
"K30",18.5479822,-31.2654252,198.300788879395,0.0166508705103872,5.09785222488461,4.88075801996501e-10
"K35",18.5480244,-31.2654519,198.401393890381,0.0205051458355891,5.06269627142705,5.36883382196152e-09
"K40",18.5480666,-31.2654786,198.533630371094,0.0259443024939936,4.84484609365165,2.44037900998251e-09
"K45",18.5481088,-31.2655053,198.655952453613,0.0352953145057561,4.83446558276095,4.06729849800058e-09
"K50",18.548151,-31.265532,198.805335998535,0.0288320918032717,4.9237285394633,1.70826530698776e-09
"L50",18.547419,-31.264956,198.071659088135,0.0483882832591821,0.0748042551093124,9.76151603993003e-10
"L45",18.5474454,-31.2649945,198.275547027588,0.0631961456595812,0.0378475845592554,5.69421787499635e-10
"L40",18.5474718,-31.265033,198.565490722656,0.00828966539401345,5.55674794750343,8.13459716253462e-11
"L35",18.5474982,-31.2650715,198.462432861328,0.0389436975023947,3.06822840656346,3.25383886501385e-10
"L30",18.5475246,-31.26511,198.361484527588,0.014797706572939,3.19008389309188,6.50767773002769e-10
"L25",18.547551,-31.2651485,198.351806640625,0.0183194304371884,4.22950142792331,8.13459716253462e-11
"L20",18.5475774,-31.265187,198.329620361328,0.00849697821237366,2.39686165709243,8.13459716253462e-11
"L15",18.5476038,-31.2652255,198.201614379883,0.0270798612893569,3.46544271180588,4.88075801996501e-10
"L10",18.5476302,-31.265264,198.123794555664,0.0245145957783571,3.57996704158645,4.06729849800058e-09
"L5",18.5476566,-31.2653025,198.072860717773,0.0199024864711399,4.4768585550825,6.26363938494023e-09
"L0",18.547683,-31.265341,198.140182495117,0.0113655552617959,4.94708133506864,1.62691943250692e-10
"M50",18.5473734,-31.2649785,198.128116607666,0.0584822508959799,6.17192368673127,8.13459688497886e-10
"M45",18.54739991,-31.265017,198.442623138428,0.0446980201227922,0.0701944017622858,3.25383886501385e-10
"M40",18.54742642,-31.2650555,198.575099945068,0.00510189175767415,1.77166450449478,8.13459716253462e-11
"M35",18.54745293,-31.265094,198.446063995361,0.0444648577105962,2.69849829572974,5.69421787499635e-10
"M30",18.54747944,-31.2651325,198.302268981934,0.0239076193639068,3.0872371857906,1.62691937699577e-09
"M25",18.54750595,-31.265171,198.232303619385,0.0134533157781087,4.25505554603282,3.25383886501385e-10
"M20",18.54753246,-31.2652095,198.234092712402,0.0377569070013499,4.90266129899152,2.44037900998251e-10
"M15",18.54755897,-31.265248,198.147766113281,0.0426272351729476,2.78990803577487,4.88075801996501e-10
"M10",18.54758548,-31.2652865,198.0133934021,0.0190971252045045,3.63860970362856,1.70826530698776e-09
"M5",18.54761199,-31.265325,198.023410797119,0.0140147145707538,4.94166017210587,2.68441691098076e-09
"M0",18.5476385,-31.2653635,198.094345092773,0.0199757778321545,5.19335459338815,1.62691943250692e-10
"N50",18.5473278,-31.265001,198.373500823975,0.0672156932028159,0.431352705135797,9.76151603993003e-10
"N45",18.54735442,-31.2650395,198.486385345459,0.0239062244430197,5.56055060743835,2.44037900998251e-10
"N40",18.54738104,-31.265078,198.545246124268,0.0189725773988806,3.93769283236538,2.44037900998251e-10
"N35",18.54740766,-31.2651165,198.41015625,0.0433687798294439,2.694787681265,8.13459716253462e-11
"N30",18.54743428,-31.265155,198.238571166992,0.031020726168408,3.27802485437282,8.13459688497886e-10
"N25",18.5474609,-31.2651935,198.16166305542,0.023157282778601,3.72657068823869,3.25383875399154e-09
"N20",18.54748752,-31.265232,198.068870544434,0.027149183264187,4.86248724116333,3.25383886501385e-10
"N15",18.54751414,-31.2652705,198.036785125732,0.0479208752769786,3.11953757768173,2.44037900998251e-10
"N10",18.54754076,-31.265309,197.942863464355,0.0164555171217239,3.78879414359933,1.05749764500729e-09
"N5",18.54756738,-31.2653475,197.96781539917,0.0235889407818373,4.63440944022098,2.44037900998251e-10
"N0",18.547594,-31.265386,198.028232574463,0.0348249963011067,4.81188707327557,1.62691943250692e-10
"O50",18.5472822,-31.2650235,198.502433776855,0.0238012872604564,1.60020444752307,5.69421787499635e-10
"O45",18.54730893,-31.265062,198.486179351807,0.00684645311221068,1.28339553024046,8.13459716253462e-11
"O40",18.54733566,-31.2651005,198.479885101318,0.00398925153429562,4.70040329882737,8.13459716253462e-11
"O35",18.54736239,-31.265139,198.387889862061,0.04197477261496,2.79956569591422,7.32113702994752e-10
"O30",18.54738912,-31.2651775,198.148487091064,0.0390724577565721,2.99201637912569,9.76151603993003e-10
"O25",18.54741585,-31.265216,198.066669464111,0.0214449120641877,3.77374270404762,2.44037900998251e-10
"O20",18.54744258,-31.2652545,197.972141265869,0.0249753448246937,3.38085389673853,1.52116967910843e-08
"O15",18.54746931,-31.265293,197.923358917236,0.0299744285544423,3.80631713943994,6.50767773002769e-10
"O10",18.54749604,-31.2653315,197.853256225586,0.015801226931667,3.99428442951422,9.76151603993003e-10
"O5",18.54752277,-31.26537,197.86563873291,0.0119456922238371,4.63313974923887,8.9480567400102e-10
"O0",18.5475495,-31.2654085,197.909236907959,0.0232989821979069,4.63057539589146,4.06729844248943e-10
"P50",18.5472366,-31.265046,198.5676612854,0.00821111521312969,3.26413175922833,8.13459716253462e-11
"P45",18.54726344,-31.2650845,198.518493652344,0.0301019672448857,3.48883198447081,1.62691943250692e-10
"P40",18.54729028,-31.265123,198.442535400391,0.0295513258390527,3.77982454772126,1.62691943250692e-10
"P35",18.54731712,-31.2651615,198.335765838623,0.0378884451387944,2.77240423475361,8.13459716253462e-11
"P30",18.54734396,-31.2652,198.134956359863,0.0409846200678873,2.64253564681772,2.44037900998251e-10
"P25",18.5473708,-31.2652385,197.983203887939,0.0217592452705127,3.13839079603762,1.62691937699577e-09
"P20",18.54739764,-31.265277,197.886077880859,0.0208039187242382,2.8711030122582,4.88075801996501e-10
"P15",18.54742448,-31.2653155,197.854740142822,0.0145601376891247,3.01199169661265,8.9480567400102e-10
"P10",18.54745132,-31.265354,197.804824829102,0.00577046995311743,4.17847241863228,4.90516178786038e-08
"P5",18.54747816,-31.2653925,197.812477111816,0.0102750159940773,4.30504688636306,2.44037900998251e-10
"P0",18.547505,-31.265431,197.829998016357,0.0156572280008138,5.06965645495029,7.23979098893324e-09
"Q50",18.547191,-31.2650685,198.454875946045,0.0318498272568914,3.83431423934039,3.25383886501385e-10
"Q45",18.54721795,-31.265107,198.358585357666,0.0349072063663301,3.48714815450616,4.88075801996501e-10
"Q40",18.5472449,-31.2651455,198.269199371338,0.0323903006290966,3.78568184502196,4.88075801996501e-10
"Q35",18.54727185,-31.265184,198.260082244873,0.0270286837467515,3.80708621976009,1.62691943250692e-10
"Q30",18.5472988,-31.2652225,198.136535644531,0.0312058253567287,2.66319526632703,1.62691943250692e-10
"Q25",18.54732575,-31.265261,197.950275421143,0.0331764110549486,2.53736338366507,8.13459688497886e-10
"Q20",18.5473527,-31.2652995,197.861175537109,0.0135352269255235,3.10181009842346,2.27768714999854e-09
"Q15",18.54737965,-31.265338,197.836521148682,0.00513492924099075,3.3783909954686,8.13459716253462e-11
"Q10",18.5474066,-31.2653765,197.765617370605,0.012821087013839,3.85653467630464,8.13459716253462e-11
"Q5",18.54743355,-31.265415,197.754192352295,0.0121997376638306,4.44154020490931,8.13459716253462e-11
"Q0",18.5474605,-31.2654535,197.799934387207,0.0128809879067872,5.02372069502667,8.13459716253462e-11
"R50 ",18.5471454,-31.265091,198.323993682861,0.0202761551664822,3.48769526009237,1.13884357499927e-09
"R45 ",18.54717246,-31.2651295,198.267734527588,0.0148122901368209,3.31410765826004,8.9480567400102e-10
"R40 ",18.54719952,-31.265168,198.20874786377,0.0150332448343113,3.19692062577754,1.05749764500729e-09
"R35 ",18.54722658,-31.2652065,198.147968292236,0.0122602662326532,3.76678267057622,7.32113702994752e-10
"R30 ",18.54725364,-31.265245,198.153148651123,0.0141571450944375,3.03239197919569,8.13459716253462e-11
"R25 ",18.5472807,-31.2652835,197.987045288086,0.0376780989714898,2.48378328083895,3.25383886501385e-10
"R20 ",18.54730776,-31.265322,197.820346832275,0.0172109306435505,3.15426455496177,8.9480567400102e-10
"R15 ",18.54733482,-31.2653605,197.797393798828,0.0105620366773986,3.88277333220999,3.21316591112009e-08
"R10 ",18.54736188,-31.265399,197.741165161133,0.0134339939569278,2.71298664243253,8.13459716253462e-11
"R5 ",18.54738894,-31.2654375,197.710857391357,0.00250913458464599,3.93604992437898,8.13459716253462e-11
"R0 ",18.547416,-31.265476,197.740016937256,0.0124058716985967,4.68483035755849,8.13459716253462e-11
"S50",18.5470998,-31.2651135,198.272693634033,0.0153884792271331,3.34525820277699,1.30153554600554e-09
"S45",18.54712697,-31.265152,198.21745300293,0.014225368389941,3.38458360881554,1.62691937699577e-09
"S40",18.54715414,-31.2651905,198.163475036621,0.0112477743700245,2.95984075052209,4.88075801996501e-09
"S35",18.54718131,-31.265229,198.101051330566,0.0155907105477484,3.17122721955142,1.30153554600554e-09
"S30",18.54720848,-31.2652675,198.064521789551,0.0215385037412445,3.88985741676754,4.88075801996501e-10
"S25",18.54723565,-31.265306,197.931438446045,0.0435774723193994,3.02220346881593,4.88075801996501e-10
"S20",18.54726282,-31.2653445,197.775588989258,0.0177678531967585,3.07846027237924,8.13459716253462e-11
"S15",18.54728999,-31.265383,197.757663726807,0.00754188808195161,4.06383908230879,8.13459716253462e-11
"S10",18.54731716,-31.2654215,197.730613708496,0.00216024078760665,3.88698687492265,8.13459716253462e-11
"S5",18.54734433,-31.26546,197.731086730957,0.0138836918550863,0.339170631765638,8.13459716253462e-11
"S0",18.5473715,-31.2654985,197.756874084473,0.0113092272008295,0.416277458755823,8.13459716253462e-11
"T50",18.5470542,-31.265136,198.247856140137,0.0165454463032741,2.39716130821926,6.50767773002769e-10
"T45",18.54708148,-31.2651745,198.188129425049,0.00755717287828208,2.80384489280567,2.38343691449927e-08
"T40",18.54710876,-31.265213,198.147686004639,0.0122419430875366,2.88197509419616,8.13459716253462e-11
"T35",18.54713604,-31.2652515,198.050720214844,0.0116373613134146,2.75379494487865,2.76576295199504e-09
"T30",18.54716332,-31.26529,198.005359649658,0.012814535745139,3.35794001470079,2.35903319101283e-09
"T25",18.5471906,-31.2653285,197.889278411865,0.0314693370451896,2.64587413669768,5.4501798629758e-09
"T20",18.54721788,-31.265367,197.755390167236,0.0118318409984087,2.41456675085866,8.13459716253462e-11
"T15",18.54724516,-31.2654055,197.715747833252,0.00308889719914356,1.48633572004345,8.13459716253462e-11
"T10",18.54727244,-31.265444,197.721599578857,0.00667136106915943,5.68775729833602,8.13459716253462e-11
"T5",18.54729972,-31.2654825,197.778690338135,0.0147660477959919,0.26039058413308,8.13459716253462e-11
"T0",18.547327,-31.265521,197.803398132324,0.0129095835800638,0.238707750778312,2.44037900998251e-10
"U50",18.5470086,-31.2651585,198.28430557251,0.0136427298461772,1.78411328441856,1.62691943250692e-10
"U45",18.54703599,-31.265197,198.230888366699,0.0137722170203696,2.67207946967549,5.28748778094723e-09
"U40",18.54706338,-31.2652355,198.143573760986,0.0217127353521495,2.26122956551972,4.06729844248943e-10
"U35",18.54709077,-31.265274,198.077503204346,0.0125751201378408,1.74006974679945,8.13459716253462e-11
"U30",18.54711816,-31.2653125,197.975746154785,0.0160512840928396,2.74423550321303,1.15511271658875e-08
"U25",18.54714555,-31.265351,197.885486602783,0.0260846715092848,2.6302091995505,1.62691943250692e-10
"U20",18.54717294,-31.2653895,197.796783447266,0.0130061829638164,1.95696248320144,3.85498537980311e-07
"U15",18.54720033,-31.265428,197.756469726562,0.0103994911878049,1.61411798479717,8.13459716253462e-11
"U10",18.54722772,-31.2654665,197.75715637207,0.0144086562958206,0.302624127192239,8.13459716253462e-11
"U5",18.54725511,-31.265505,197.796222686768,0.00964149954901617,0.745037817232856,1.62691937699577e-09
"U0",18.5472825,-31.2655435,197.821147918701,0.0083587971596632,0.0682259510636731,8.13459688497886e-10
"V50",18.546963,-31.265181,198.298488616943,0.013246116592499,3.15986013503215,1.62691943250692e-10
"V45",18.5469905,-31.2652195,198.224258422852,0.00932172931295964,3.33400159019301,6.50767773002769e-10
"V40",18.547018,-31.265258,198.182952880859,0.0205267355779429,2.33761634858428,1.62691943250692e-10
"V35",18.5470455,-31.2652965,198.092716217041,0.0184925234649826,2.60148318588058,5.69421787499635e-10
"V30",18.547073,-31.265335,197.986633300781,0.0200070217713525,2.31410580441798,8.9480567400102e-10
"V25",18.5471005,-31.2653735,197.928344726562,0.0111068875339571,1.85671542680195,3.62803007192269e-07
"V20",18.547128,-31.265412,197.84391784668,0.0165355334767483,1.78561794334619,4.88075801996501e-10
"V15",18.5471555,-31.2654505,197.806861877441,0.0140271141092953,1.20001270748275,5.69421787499635e-10
"V10",18.547183,-31.265489,197.834205627441,0.0106352105007507,0.504213209000218,8.13459716253462e-11
"V5",18.5472105,-31.2655275,197.838787078857,0.0127101718085767,0.590618704915786,7.32113702994752e-10
"V0",18.547238,-31.265566,197.844867706299,0.00654921783391789,1.85836647782032,2.44037900998251e-10
"AA50",18.548134,-31.265926,198.262386322021,0.0506895719883139,3.73135152062404,5.69421787499635e-10
"AA45",18.5481661,-31.265962,198.26741027832,0.0494025575138106,4.55533556329223,4.88075801996501e-10
"AA40",18.5481982,-31.265998,198.486747741699,0.060048023533528,5.11544198709756,4.88075801996501e-10
"AA35",18.5482303,-31.266034,198.649143218994,0.0217469915838082,5.9247798493616,8.13459716253462e-11
"AA30",18.5482624,-31.26607,198.672843933105,0.0258959115186477,2.79140096678152,3.25383886501385e-10
"AA25",18.5482945,-31.266106,198.715892791748,0.0209784275928396,5.52029340193068,1.62691943250692e-10
"AA20",18.5483266,-31.266142,198.730564117432,0.0189834124948618,1.65311405532719,2.44037900998251e-10
"AA15",18.5483587,-31.266178,198.692867279053,0.0175741817401917,1.33199800210778,7.32113702994752e-10
"AA10",18.5483908,-31.266214,198.629814147949,0.0277235286111105,1.49715841224647,8.13459688497886e-10
"AA5",18.5484229,-31.26625,198.497550964355,0.0406487142362665,2.14251966983575,1.62691943250692e-10
"AA0",18.548455,-31.266286,198.326572418213,0.0233429170664766,2.15336713883379,4.88075801996501e-10
"AB50",18.5480932,-31.2659539,197.936019897461,0.0771038236832767,3.86751303971503,2.18007194519032e-08
"AB45",18.54812529,-31.26598985,198.040794372559,0.0692968146491495,5.37061689210963,6.50767773002769e-10
"AB40",18.54815738,-31.2660258,198.35192489624,0.0691330252741665,5.29317764934592,4.88075801996501e-10
"AB35",18.54818947,-31.26606175,198.640445709229,0.0363979866773517,5.16256855093451,1.62691943250692e-10
"AB30",18.54822156,-31.2660977,198.691562652588,0.0102484731074961,5.84974052472248,5.69421787499635e-10
"AB25",18.54825365,-31.26613365,198.754440307617,0.0136888035595065,0.525951277023095,1.05749764500729e-09
"AB20",18.54828574,-31.2661696,198.785148620605,0.0167496583489911,0.346302089579749,8.13459716253462e-11
"AB15",18.54831783,-31.26620555,198.770496368408,0.0191434305301984,1.84142524478636,1.62691943250692e-10
"AB10",18.54834992,-31.2662415,198.693450927734,0.023270798705721,2.57018246300652,2.44037900998251e-10
"AB5",18.54838201,-31.26627745,198.482769012451,0.0448993455234464,2.37730307574577,5.69421787499635e-10
"AB0",18.5484141,-31.2663134,198.289276123047,0.0298089261610797,2.87292373321208,8.13459688497886e-10
"AC50",18.5480524,-31.2659818,197.639362335205,0.0423825267271274,4.60697982208513,6.51581189003991e-08
"AC45",18.54808448,-31.2660177,197.830478668213,0.078137486352134,4.94165024870699,4.88075801996501e-10
"AC40",18.54811656,-31.2660536,198.138816833496,0.0721568805904938,5.13532422815659,3.25383886501385e-10
"AC35",18.54814864,-31.2660895,198.449268341064,0.0529845734269944,4.79299368918078,6.50767773002769e-10
